,id,country,ccode,year,region,protest,protestnumber,protesterviolence,location,participants_category,participants,protesteridentity,arrests,accomodation,beatings,crowddispersal,ignore,killings,no_response,shootings,labor_wage_dispute,land_farm_issue,no_demands,police_brutality,political_behavior_process,price increases_tax_policy,removal_of_politician,social_restrictions,start_date,end_date
15859,7712018012,Bangladesh,771,2018,Asia,1,12,0.0,Dhaka,2000-4999,1000s,high school students demanding justice after two teenagers were killed by a speeding bus,0,1,0,1,0,0,1,0,0,0,2,0,1,0,0,0,2018-08-02,2018-08-02
15860,7712018013,Bangladesh,771,2018,Asia,1,13,0.0,Dhaka,100-999,>115,high school students demanding justice after two teenagers were killed by a speeding bus,0,1,0,1,0,0,1,1,0,0,2,0,1,0,0,0,2018-08-04,2018-08-04
15861,7712018014,Bangladesh,771,2018,Asia,1,14,0.0,Dhaka,2000-4999,1000s,students protesting the country s abysmal road safety conditions,0,1,0,1,0,0,1,0,0,0,2,0,1,0,0,0,2018-08-05,2018-08-05
15862,7712018015,Bangladesh,771,2018,Asia,1,15,1.0,Dhaka,100-999,100s,protesters against the deaths of two students killed by speeding buses,0,1,0,1,0,0,1,1,0,0,2,0,1,0,0,0,2018-08-06,2018-08-06
15863,7712018016,Bangladesh,771,2018,Asia,1,16,0.0,Near the Myanmar border,100-999,100s,rohingya refugees forcing bangladesh to call off efforts to start sending back some of the stateless muslims to myanmar,0,1,0,0,0,0,1,0,0,0,2,0,1,0,0,0,2018-11-15,2018-11-15
15864,7712019001,Bangladesh,771,2019,Asia,1,1,0.0,Dhaka,100-999,200,"communist party of bangladesh, who demand the cancellation of a controversial election",0,0,0,0,1,0,1,0,0,0,2,0,1,0,0,0,2019-01-03,2019-01-03
15865,7712019002,Bangladesh,771,2019,Asia,1,2,0.0,Dhaka,100-999,100s,"opposition to prime minister sheikh hasina, who demanded fresh elections",0,0,0,0,1,0,1,0,0,0,2,0,1,0,0,0,2019-01-30,2019-01-30
15866,7712019003,Bangladesh,771,2019,Asia,1,3,0.0,Dhaka,100-999,100s,students demanding the government take road safety seriously,0,0,0,0,1,0,1,0,0,0,2,0,1,0,0,0,2019-03-20,2019-03-20
15867,7712019004,Bangladesh,771,2019,Asia,1,4,0.0,Dhaka,50-99,50+,protesters demanding justice for an 18 year old woman who died after being set on fire for refusing to drop sexual harassment charges against her islamic school s principal,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2019-04-19,2019-04-19
15868,7712019005,Bangladesh,771,2019,Asia,1,5,1.0,Borhanuddin in the southern district of Bhola,100-999,100s,muslims demanding the punishment of a hindu man for an alleged social media post undermining islam s prophet muhammad,0,0,1,1,0,1,1,0,0,0,3,0,1,0,0,0,2019-10-20,2019-10-20
15869,7712020001,Bangladesh,771,2020,Asia,1,1,0.0,Dhaka,1000-1999,>1000,students and activists demanding the arrest of whoever was responsible for the rape of a second year student,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2020-01-06,2020-01-06
15870,7712020002,Bangladesh,771,2020,Asia,1,2,0.0,Dhaka,2000-4999,1000s,muslims demanding that bangladesh prime minister sheikh hasina cancel a plan to invite indian prime minister narendra modi to a commemoration next month of the 100th anniversary of the birth of independence leader sheikh mujibur rahman,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2020-02-28,2020-02-28
15871,7751990001,Myanmar,775,1990,Asia,1,1,0.0,Mandalay,,5000,"buddhist monks, students",0,0,0,0,0,1,1,0,0,0,3,0,1,0,0,0,1990-08-08,1990-08-08
15872,7751990002,Myanmar,775,1990,Asia,1,2,0.0,Mandalay,,1000,buddhist monks,1,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,1990-08-27,1990-10-27
15873,7751990003,Myanmar,775,1990,Asia,1,3,0.0,Rangoon,,1000,buddhist monks,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,1990-10-03,1990-10-03
15874,7751991001,Myanmar,775,1991,Asia,1,1,0.0,Rangoon,,1000,"students, opposition supporters",0,0,0,1,0,0,1,0,0,0,3,0,1,0,0,0,1991-12-10,1991-12-10
15875,7751991002,Myanmar,775,1991,Asia,1,2,0.0,Rangoon,,50,students,1,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,1991-12-11,1991-12-11
15880,7751996001,Myanmar,775,1996,Asia,1,1,0.0,Rangoon,,10000,pro democracy party,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,1996-05-26,1996-05-28
15881,7751996002,Myanmar,775,1996,Asia,1,2,0.0,Rangoon,,15000,pro democracy party,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,1996-06-08,1996-06-09
15882,7751996003,Myanmar,775,1996,Asia,1,3,0.0,Rangoon,,100,pro democracy party,1,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,1996-09-28,1996-09-29
15883,7751996004,Myanmar,775,1996,Asia,1,4,0.0,Rangoon,,500,students,0,1,0,0,0,0,1,0,0,0,3,1,0,0,0,0,1996-10-22,1996-10-22
15884,7751996005,Myanmar,775,1996,Asia,1,5,0.0,Rangoon,,1000,students,1,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,1996-12-02,1996-12-02
15885,7751996006,Myanmar,775,1996,Asia,1,6,0.0,Rangoon,,1000,"students, workers, pro democracy",1,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,1996-12-02,1996-12-03
15886,7751996007,Myanmar,775,1996,Asia,1,7,0.0,Rangoon,,100,students,1,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,1996-12-07,1996-12-07
15887,7751996008,Myanmar,775,1996,Asia,1,8,1.0,Rangoon,,100,students,0,0,0,1,0,0,1,0,0,0,3,0,1,0,0,0,1996-12-09,1996-12-09
15888,7751997001,Myanmar,775,1997,Asia,1,1,0.0,Rangoon,,100,students,0,0,0,1,0,0,1,0,0,0,3,0,1,0,0,0,1997-12-02,1997-12-03
15889,7751998001,Myanmar,775,1998,Asia,1,1,0.0,Rangoon,,100,young people,0,0,0,1,0,0,1,0,0,0,3,0,1,0,0,0,1998-08-24,1998-08-24
15890,7751998002,Myanmar,775,1998,Asia,1,2,0.0,Rangoon,,1000,students,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,1998-09-02,1998-09-02
15899,7752007001,Myanmar,775,2007,Asia,1,1,0.0,Rangoon,,200,pro democracy,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2007-05-27,2007-05-27
15900,7752007002,Myanmar,775,2007,Asia,1,2,0.0,Rangoon,,500,pro democracy,0,0,0,0,1,0,1,0,0,0,3,0,0,1,0,0,2007-08-19,2007-08-19
15901,7752007003,Myanmar,775,2007,Asia,1,3,0.0,Rangoon,,200,buddhist monks,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2007-08-20,2007-08-20
15902,7752007004,Myanmar,775,2007,Asia,1,4,0.0,Rangoon,,300,"economic discontents, pro democracy",1,0,0,0,0,0,1,0,0,0,3,0,0,1,0,0,2007-08-22,2007-08-22
15903,7752007005,Myanmar,775,2007,Asia,1,5,0.0,Rangoon,,100,pro democracy,0,0,1,0,0,0,1,0,0,0,3,0,0,1,0,0,2007-08-24,2007-08-24
15904,7752007006,Myanmar,775,2007,Asia,1,6,0.0,Mogok,,150,economic discontents,0,0,0,0,1,0,1,0,0,0,3,0,0,1,0,0,2007-08-25,2007-08-25
15905,7752007007,Myanmar,775,2007,Asia,1,7,0.0,Rangoon,,70,pro democracy,1,0,0,0,0,0,1,0,0,0,3,0,0,1,0,0,2007-08-28,2007-08-28
15906,7752007008,Myanmar,775,2007,Asia,1,8,0.0,Sittwe,,300,buddhist monks,0,0,0,0,1,0,1,0,0,0,3,0,0,1,0,0,2007-08-28,2007-08-28
15907,7752007009,Myanmar,775,2007,Asia,1,9,0.0,Taunggok,,2000,pro democracy,0,0,0,0,1,0,1,0,0,0,3,1,0,0,0,0,2007-09-04,2007-09-04
15908,7752007010,Myanmar,775,2007,Asia,1,10,0.0,Pakokku,,500,buddhist monks,0,0,1,0,0,0,1,0,0,0,3,0,0,1,0,0,2007-09-05,2007-09-05
15909,7752007011,Myanmar,775,2007,Asia,1,11,0.0,"Kyaukpadaung, Chauk",,500,buddhist monks,0,0,0,0,1,0,1,0,0,0,3,0,0,1,0,0,2007-09-17,2007-09-17
15910,7752007012,Myanmar,775,2007,Asia,1,12,0.0,Pegu,,1000,buddhist monks,0,0,0,0,1,0,1,0,0,0,3,0,0,1,0,0,2007-09-18,2007-09-18
15911,7752007013,Myanmar,775,2007,Asia,1,13,0.0,Rangoon,,100,buddhist monks,0,0,0,0,1,0,1,0,0,0,3,0,0,1,0,0,2007-09-18,2007-09-22
15912,7752007014,Myanmar,775,2007,Asia,1,14,0.0,Sittwe,,1000,buddhist monks,0,0,0,1,0,0,1,0,0,0,3,0,0,1,0,0,2007-09-18,2007-09-18
15913,7752007015,Myanmar,775,2007,Asia,1,15,0.0,Mandalay,,10000,buddhist monks,0,0,0,0,1,0,1,0,0,0,3,0,0,1,0,0,2007-09-22,2007-09-22
15914,7752007016,Myanmar,775,2007,Asia,1,16,0.0,Rangoon,,10000,"buddhist monks, nuns",0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2007-09-23,2007-09-23
15915,7752007017,Myanmar,775,2007,Asia,1,17,0.0,Rangoon,,100000,"buddhist monks, nuns, pro democracy",0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2007-09-24,2007-09-25
15916,7752007018,Myanmar,775,2007,Asia,1,18,0.0,Mandalay,,1000,"buddhist monks, nuns, pro democracy",0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2007-09-26,2007-09-26
15917,7752007019,Myanmar,775,2007,Asia,1,19,0.0,Rangoon,,10000,"buddhist monks, nuns, pro democracy",0,0,0,0,0,1,1,0,0,0,3,0,1,0,0,0,2007-09-26,2007-09-27
15918,7752007020,Myanmar,775,2007,Asia,1,20,0.0,Sittwe,,1000,"buddhist monks, pro democracy",0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2007-09-26,2007-09-26
15919,7752007021,Myanmar,775,2007,Asia,1,21,0.0,Pakokku,,100,buddhist monks,0,0,0,0,1,0,1,0,0,0,3,0,0,1,0,0,2007-10-31,2007-10-31
15924,7752012001,Myanmar,775,2012,Asia,1,1,0.0,nationwide,,>50,,0,0,0,0,1,0,1,0,0,0,3,0,0,1,0,0,2012-05-20,2012-05-26
15925,7752012002,Myanmar,775,2012,Asia,1,2,0.0,Sagaing region,,100s,buddhist monks and villagers,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,1,2012-11-09,2012-11-20
15926,7752013001,Myanmar,775,2013,Asia,1,1,1.0,Theak Kae Pyin village,,>50,displaced rohingya,1,0,0,1,0,0,1,0,0,0,3,0,0,0,0,1,2013-04-26,2013-04-26
15927,7752014001,Myanmar,775,2014,Asia,1,1,0.0,Yangon,100-999,150,myanmar journalist network,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2014-01-07,2014-01-07
15928,7752014002,Myanmar,775,2014,Asia,1,2,0.0,Yangon,100-999,500,farmers,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,2014-01-21,2014-01-21
15929,7752014003,Myanmar,775,2014,Asia,1,3,0.0,Pantanaw,100-999,>100,"residents, farmers",0,0,0,0,1,0,1,0,0,1,2,0,1,0,0,0,2014-01-22,2014-01-22
15930,7752014004,Myanmar,775,2014,Asia,1,4,0.0,Yangon,100-999,>100,protesters,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2014-01-26,2014-01-26
15931,7752014005,Myanmar,775,2014,Asia,1,5,0.0,"Insein, Mayangon",1000-1999,>1000,protesters,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2014-03-24,2014-03-24
15932,7752014006,Myanmar,775,2014,Asia,1,6,0.0,Yangon,50-99,>50,migyaungkan protesters,0,0,0,1,1,0,1,0,0,1,3,0,0,0,0,0,2014-03-24,2014-03-29
15933,7752014007,Myanmar,775,2014,Asia,1,7,0.0,"Magway, Thityarkaute, Pwint Phyu, Taungdwingyi and Yenangyaung",100-999,500,protesters,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2014-03-25,2014-03-25
15934,7752014008,Myanmar,775,2014,Asia,1,8,0.0,Paungde,2000-4999,>3000,protesters,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2014-03-27,2014-03-27
15935,7752014009,Myanmar,775,2014,Asia,1,9,0.0,Yangon,100-999,>100,protesters,1,0,0,0,0,0,1,0,0,0,3,0,0,1,0,0,2014-03-27,2014-03-27
15936,7752014010,Myanmar,775,2014,Asia,1,10,0.0,Kyaukpadaung,2000-4999,>2000,protesters,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2014-04-09,2014-04-09
15937,7752014011,Myanmar,775,2014,Asia,1,11,0.0,Yangon,2000-4999,>3000,protesters,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2014-05-01,2014-05-01
15938,7752014012,Myanmar,775,2014,Asia,1,12,0.0,Myitsone,100-999,>100,"tway chin ayeyawady network, kachin organisations, kachin state democracy party",0,0,0,0,1,0,1,0,0,1,3,0,0,0,0,0,2014-05-07,2014-05-07
15939,7752014013,Myanmar,775,2014,Asia,1,13,0.0,Yangon,50-99,70,"journalists, activists",0,0,0,0,1,0,1,0,0,0,2,0,1,0,1,0,2014-07-15,2014-07-15
15940,7752014014,Myanmar,775,2014,Asia,1,14,0.0,Yangon,100-999,>500,"30 civic organisations, democracy groups, laiza peace marchers, yangon youth union",0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2014-07-27,2014-07-27
15941,7752014015,Myanmar,775,2014,Asia,1,15,0.0,Kantbalu,100-999,>222,farmers,0,0,0,0,1,0,1,0,0,1,3,0,0,0,0,0,2014-08-01,2014-08-01
15942,7752014016,Myanmar,775,2014,Asia,1,16,0.0,Nanhkan,2000-4999,>2500,"farmers, local residents",0,0,0,0,1,0,1,0,0,1,3,0,0,0,0,0,2014-09-08,2014-09-08
15943,7752015001,Myanmar,775,2015,Asia,1,1,0.0,Mandalay to Letpadan,100-999,>300,"students, citizens",1,1,1,1,1,0,0,0,0,0,3,0,1,0,0,0,2015-01-20,2015-03-10
15944,7752015002,Myanmar,775,2015,Asia,1,2,0.0,Yangon,50-99,>50,protesters,1,0,0,1,0,0,1,0,0,0,3,0,1,0,0,0,2015-03-06,2015-03-06
15945,7752015003,Myanmar,775,2015,Asia,1,3,0.0,Yangon,100-999,100s,protesters,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2015-05-15,2015-05-15
15946,7752015004,Myanmar,775,2015,Asia,1,4,0.0,Sittwe,100-999,500,"buddhist hardliners, monks",0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2015-06-14,2015-06-14
15947,7752016001,Myanmar,775,2016,Asia,1,1,0.0,Yangon,100-999,About 500,"myanmar national affairs network, buddhist nationalists",0,1,0,0,0,0,1,0,0,0,3,0,1,0,0,0,2016-02-28,2016-02-28
15948,7752016002,Myanmar,775,2016,Asia,1,2,1.0,Letpadaung mine in the town of Monywa,100-999,Over 200 local protesters,myanmar villagers,0,0,0,1,0,0,1,0,0,0,3,0,1,0,0,0,2016-05-04,2016-05-08
15949,7752016003,Myanmar,775,2016,Asia,1,3,0.0,Yangon; Thandwe; 17 townships across Rakhine,2000-4999,Thousands,"buddhists, including monks",0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2016-07-03,2016-07-10
15950,7752016004,Myanmar,775,2016,Asia,1,4,0.0,Sittwe,100-999,Hundreds,buddhists,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2016-09-06,2016-09-06
15951,7752016005,Myanmar,775,2016,Asia,1,5,0.0,Myitkyina,2000-4999,Thousands,"kachin development network group, protesters calling for the burmese army to withdraw its troops from the kachin region",0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2016-10-03,2016-10-06
15952,7752017001,Myanmar,775,2017,Asia,1,1,0.0,Mawlamyine,>10000,Tens of thousands,protesters opposed to a decision by daw aung san suu kyi s government to name a new bridge for her father,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2017-03-15,2017-03-15
15953,7752018001,Myanmar,775,2018,Asia,1,1,0.0,"Court, Myanmar",50-99,50+,protesters supporting two reuters reporters who were covering the country s rohingya crisis charged with violating the official secrets act,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2018-01-10,2018-01-10
15954,7752018002,Myanmar,775,2018,Asia,1,2,0.0,Downtown Rangoon,100-999,Hundreds,demonstrators opposed to proposed changes in myanmar s protest law,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2018-03-01,2018-03-01
15955,7752018003,Myanmar,775,2018,Asia,1,3,1.0,Yangon,100-999,About 200,anti war protesters,1,0,0,1,0,0,1,0,0,0,2,0,1,0,0,0,2018-05-12,2018-05-12
15956,7752018004,Myanmar,775,2018,Asia,1,4,0.0,Sittwe,100-999,About 100,buddhists monks opposed to the planned repatriation of rohingya muslims from bangladesh,0,0,0,0,1,0,1,0,0,0,2,0,1,0,0,0,2018-11-25,2018-11-25
15957,7752018005,Myanmar,775,2018,Asia,1,5,0.0,Myitkyina,2000-4999,About 4000,protesters against the jailing of three anti war activists,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,2018-12-11,2018-12-11
15958,7752018006,Myanmar,775,2018,Asia,1,6,0.0,Mandalay university in central Myanmar,50-99,50+,students demanding increased security around the students compound,1,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,2018-12-28,2018-12-28
15959,7752019001,Myanmar,775,2019,Asia,1,1,0.0,Kayah state parliament,2000-4999,1000s,demonstrators against a new and controversial statue depicting the father of de facto civilian leader aung san suu kyi aung san on horseback,0,0,1,0,0,0,1,1,0,0,2,0,1,0,0,0,2019-02-12,2019-02-12
15960,7752019002,Myanmar,775,2019,Asia,1,2,1.0,Sittwe,50-99,50+,prisoners opposed to mass presidential pardons,0,0,0,0,0,0,1,1,0,0,3,0,1,0,0,0,2019-04-20,2019-04-20
15961,7752019003,Myanmar,775,2019,Asia,1,3,0.0,Waimaw,2000-4999,3300,protesters against the proposed reinstatement of a chinese backed mega dam they say will cause huge environmental damage and bring little benefit to the country,0,0,0,0,1,0,1,0,0,1,3,0,0,0,0,0,2019-04-22,2019-04-22
15962,7752019004,Myanmar,775,2019,Asia,1,4,1.0,Shwebo,50-99,50+,prisoners opposed to mass presidential pardons,0,1,0,0,0,0,1,1,0,0,3,0,1,0,0,0,2019-04-26,2019-04-26
15963,7752019005,Myanmar,775,2019,Asia,1,5,0.0,Myanmar,50-99,50+,may day protesters demanding better working conditions and expanding labor rights,0,0,0,0,1,0,1,0,1,0,3,0,0,0,0,0,2019-05-01,2019-05-01
15964,7752019006,Myanmar,775,2019,Asia,1,6,1.0,Sagaing region,50-99,50+,prisoners demanding equal rights,0,0,0,0,0,1,1,1,0,0,3,0,1,0,0,0,2019-05-08,2019-05-08
15965,7752019007,Myanmar,775,2019,Asia,1,7,0.0,Yangon,2000-4999,1000s,protesters demanding justicve over the rape of a two year old,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2019-07-06,2019-07-06
15966,7752019008,Myanmar,775,2019,Asia,1,8,0.0,Yangon,50-99,50+,protesters demanding myanmar leaders keep the 2008 charter as it is,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2019-07-17,2019-07-17
15967,7752019009,Myanmar,775,2019,Asia,1,9,0.0,Yangon,1000-1999,>1000,protesters calling for the military to loosen its grip on politics,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2019-07-17,2019-07-17
15971,7801992001,Sri Lanka,780,1992,Asia,1,1,0.0,Colombo,,100,mothers of dissapeared children,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,1992-03-16,1992-03-16
15972,7801992002,Sri Lanka,780,1992,Asia,1,2,0.0,Dambulla,,1000,"farmers, students, monks, priests, environmentalists and opposition politicians",0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,1992-07-12,1992-07-12
15973,7801992003,Sri Lanka,780,1992,Asia,1,3,1.0,Colombo,,100000,,0,0,0,1,0,0,1,0,0,0,3,0,1,0,0,0,1992-08-10,1992-08-10
15974,7801992004,Sri Lanka,780,1992,Asia,1,4,1.0,Medirigiriya,,100,"muslims, sri lankan muslim congress",0,0,0,1,0,0,1,0,0,0,3,0,0,0,0,1,1992-10-23,1992-10-23
15975,7801993001,Sri Lanka,780,1993,Asia,1,1,1.0,Colombo,,1000,opposition supporters,0,0,0,1,0,0,1,0,0,0,3,1,0,0,0,0,1993-04-28,1993-04-28
15976,7801994001,Sri Lanka,780,1994,Asia,1,1,0.0,Polonnaruwa,,50,farmers,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,1994-06-09,1994-06-09
15977,7801994002,Sri Lanka,780,1994,Asia,1,2,1.0,"Polannaruwa, Elahera, Kalutara",,100,,0,0,0,1,0,0,1,0,0,0,3,0,1,0,0,0,1994-07-11,1994-07-11
15978,7801994003,Sri Lanka,780,1994,Asia,1,3,0.0,Iranawila,,500,,0,0,0,1,0,0,1,1,0,0,3,0,1,0,0,0,1994-10-04,1994-10-04
15979,7801995001,Sri Lanka,780,1995,Asia,1,1,0.0,Kandy,,50,buddhist monks,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,1995-09-25,1995-09-25
15980,7801996001,Sri Lanka,780,1996,Asia,1,1,0.0,nationwide,,14000,electric workers,1,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,1996-06-16,1996-06-16
15981,7801997001,Sri Lanka,780,1997,Asia,1,1,0.0,Colombo,,50,"media organisations, trade unions, opposition politicians and press and tv representatives",0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,1997-01-05,1997-01-05
15982,7801997002,Sri Lanka,780,1997,Asia,1,2,1.0,Ratnapura,,10000,pro government activists,0,0,0,1,0,0,1,0,0,0,3,1,0,0,0,0,1997-02-15,1997-02-15
15983,7801998001,Sri Lanka,780,1998,Asia,1,1,0.0,,,50,dockworkers,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,1998-03-27,1998-03-27
15984,7801999001,Sri Lanka,780,1999,Asia,1,1,1.0,Colombo,,50,"opposition united national party, members of media",0,0,0,1,0,0,1,0,0,0,3,0,1,0,0,0,1999-07-14,1999-07-14
15985,7801999002,Sri Lanka,780,1999,Asia,1,2,0.0,Colombo,,500,journalists,0,0,0,1,0,0,1,0,0,0,3,1,0,0,0,0,1999-07-21,1999-07-21
15986,7801999003,Sri Lanka,780,1999,Asia,1,3,0.0,Colombo,,100,"hard line ethnic sinhalese nationalists, part of a group called the national movement against terrorism",0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,1999-09-23,1999-09-23
15987,7802000001,Sri Lanka,780,2000,Asia,1,1,0.0,Colombo,,1000,"middle class sinhalese, buddhist monks, opposition political parties",0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2000-08-08,2000-08-10
15988,7802001001,Sri Lanka,780,2001,Asia,1,1,0.0,Colombo,,1000,opposition supporters,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2001-02-04,2001-02-08
15989,7802001002,Sri Lanka,780,2001,Asia,1,2,1.0,Manawella,,50,muslim,0,0,0,1,0,0,1,1,0,0,3,0,0,0,0,1,2001-05-03,2001-05-03
15990,7802001003,Sri Lanka,780,2001,Asia,1,3,0.0,Colombo,,1000,university students,0,0,0,1,0,0,1,0,0,0,3,0,1,0,0,0,2001-05-17,2001-05-17
15991,7802001004,Sri Lanka,780,2001,Asia,1,4,1.0,,,100,opposition supporters,0,0,0,1,0,0,1,0,0,0,3,0,1,0,0,0,2001-07-19,2001-07-19
15992,7802001005,Sri Lanka,780,2001,Asia,1,5,0.0,Colombo,,10000,opposition activists,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2001-08-24,2001-08-24
15994,7802003001,Sri Lanka,780,2003,Asia,1,1,0.0,Colombo,,1000,supporters of peace proposals,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2003-11-07,2003-11-07
15995,7802003002,Sri Lanka,780,2003,Asia,1,2,0.0,Colombo,,1000,"supporters of president, opponents of pm",0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2003-11-07,2003-11-07
15997,7802005001,Sri Lanka,780,2005,Asia,1,1,0.0,Colombo,,50,buddhist monks & supporters,0,0,0,1,0,0,1,0,0,0,3,0,1,0,0,0,2005-06-11,2005-06-11
15998,7802005002,Sri Lanka,780,2005,Asia,1,2,0.0,Pareliya,,100,tsunami survivors,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2005-06-13,2005-06-13
15999,7802005003,Sri Lanka,780,2005,Asia,1,3,0.0,Colombo,,10000,,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2005-06-15,2005-06-15
16000,7802005004,Sri Lanka,780,2005,Asia,1,4,0.0,Colombo,,50,buddhist monks,0,0,0,1,0,0,1,0,0,0,3,0,1,0,0,0,2005-06-18,2005-06-18
16001,7802005005,Sri Lanka,780,2005,Asia,1,5,0.0,"Dondra, Colombo",,250000,,0,0,0,0,1,0,1,0,0,0,3,0,0,1,0,0,2005-07-02,2005-07-12
16005,7802009001,Sri Lanka,780,2009,Asia,1,1,0.0,Colombo,,1000,rajapaksa opponents,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2009-11-14,2009-11-14
16006,7802010001,Sri Lanka,780,2010,Asia,1,1,1.0,Colombo,,1000,opposition supporters,0,0,0,1,0,0,1,0,0,0,3,0,1,0,0,0,2010-02-10,2010-02-10
16007,7802010002,Sri Lanka,780,2010,Asia,1,2,0.0,Colombo,,100,,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2010-07-06,2010-07-06
16008,7802010003,Sri Lanka,780,2010,Asia,1,3,0.0,Colombo,,1000,"janatha vimukthi peramuna jvp , an opposition marxist party",0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2010-09-08,2010-09-08
16010,7802012001,Sri Lanka,780,2012,Asia,1,1,0.0,Colombo,,50,"journalists, activists and opposition lawmakers",0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2012-07-12,2012-07-12
16011,7802012002,Sri Lanka,780,2012,Asia,1,2,0.0,Colombo,,1000,,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2012-11-05,2012-11-05
16012,7802013001,Sri Lanka,780,2013,Asia,1,1,1.0,Weliweriya,,4000,,0,0,0,1,0,1,1,1,0,0,3,0,1,0,0,0,2013-08-01,2013-08-01
16013,7802013002,Sri Lanka,780,2013,Asia,1,2,0.0,Colombo,,1000,opposition and human rights activists,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2013-08-14,2013-08-14
16014,7802013003,Sri Lanka,780,2013,Asia,1,3,0.0,Colombo,,2000,students,0,0,0,0,1,0,1,0,0,0,3,0,0,0,0,1,2013-11-09,2013-11-09
16015,7802013004,Sri Lanka,780,2013,Asia,1,4,0.0,Colombo,,200,,0,0,0,1,0,0,1,0,0,0,3,0,1,0,0,0,2013-11-15,2013-11-15
16016,7802013005,Sri Lanka,780,2013,Asia,1,5,0.0,Jaffna,,200,tamil protesters,0,0,0,1,0,0,1,0,0,0,3,0,1,0,0,0,2013-11-15,2013-11-15
16017,7802013006,Sri Lanka,780,2013,Asia,1,6,0.0,Colombo,,100s,,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2013-12-10,2013-12-10
16018,7802014001,Sri Lanka,780,2014,Asia,1,1,0.0,Colombo,1000-1999,>1000,peradeniya university students,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2014-02-05,2014-02-05
